,zipcode_of_incident,date_rec,dow_rec,hour_rec,col,dens,houses,pop,unit_0_freq,unit_1_freq,unit_2_freq,unit_3_freq,unit_4_freq,unit_5_freq,unit_6_freq,unit_7_freq,unit_8_freq,unit_type
2294,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,5
2295,94103,22,0,2,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
2296,94110,22,0,12,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
2297,94112,22,0,14,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
2298,94103,22,0,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,2
2299,94105,22,0,18,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,3
2300,94117,22,0,2,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
2301,94130,22,0,11,144.2,3405,778,3134,3,16,0,20,5,4,2,3,6,5
2302,94123,22,0,9,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,3
2303,94102,22,0,21,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2304,94111,22,0,19,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
2305,94134,22,0,21,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,1
2306,94121,22,0,2,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,1
2307,94122,22,0,20,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,4
2308,94118,22,0,9,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
2309,94109,22,0,5,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2310,94102,22,0,8,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
2311,94130,22,0,3,144.2,3405,778,3134,3,16,0,20,5,4,2,3,6,4
2312,94115,22,0,9,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,4
2313,94105,22,0,13,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
2314,94124,22,0,20,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,4
2315,94134,22,0,15,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,1
2316,94132,22,0,11,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,1
2317,94117,22,0,13,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,0
2318,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,6
2319,94124,22,0,22,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
2320,94103,22,0,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2321,94118,22,0,21,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,4
2322,94102,22,0,21,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
2323,94104,22,0,22,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,1
2324,94131,22,0,23,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,3
2325,94114,22,0,17,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,3
2326,94103,22,0,20,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2327,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2328,94131,22,0,12,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,3
2329,94107,22,0,21,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
2330,94132,22,0,12,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,1
2331,94112,22,0,11,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,8
2332,94102,22,0,7,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2333,94122,22,0,3,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,5
2334,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
2335,94131,22,0,17,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
2336,94104,22,0,18,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,1
2337,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2338,94122,22,0,1,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
2339,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2340,94124,22,0,1,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
2341,94124,22,0,0,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
2342,94133,22,0,11,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
2343,94115,22,0,2,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,8
2344,94124,22,0,16,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
2345,94131,22,0,12,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,4
2346,94107,22,0,19,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
2347,94130,22,0,11,144.2,3405,778,3134,3,16,0,20,5,4,2,3,6,7
2348,94109,22,0,1,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2349,94103,22,0,8,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2350,94109,22,0,8,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2351,94108,22,0,8,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,1
2352,94103,22,0,6,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2353,94103,22,0,17,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2354,94102,22,0,20,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2355,94107,22,0,18,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,1
2356,94102,22,0,0,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2357,94133,22,0,7,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
2358,94133,22,0,0,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
2359,94112,22,0,15,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,8
2360,94105,22,0,8,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,8
2361,94133,22,0,11,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,4
2362,94109,22,0,1,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
2363,94122,22,0,3,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,3
2364,94103,22,0,2,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2365,94110,22,0,10,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2366,94110,22,0,16,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2367,94103,22,0,22,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2368,94131,22,0,14,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
2369,94103,22,0,22,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2370,94110,22,0,12,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2371,94109,22,0,13,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2372,94110,22,0,14,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,8
2373,94124,22,0,4,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
2374,94131,22,0,9,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
2375,94122,22,0,21,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,0
2376,94103,22,0,22,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2377,94115,22,0,11,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
2378,94102,22,0,14,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2379,94133,22,0,23,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
2380,94117,22,0,16,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,5
2381,94124,22,0,16,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
2382,94118,22,0,19,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
2383,94105,22,0,20,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
2384,94118,22,0,19,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,8
2385,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,5
2386,94124,22,0,19,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,8
2387,94123,22,0,14,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,0
2388,94112,22,0,12,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,8
2389,94112,22,0,0,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
2390,94131,22,0,21,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
2391,94105,22,0,12,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,0
2392,94110,22,0,8,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2393,94114,22,0,17,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
2394,94105,22,0,11,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
2395,94115,22,0,19,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,8
2396,94133,22,0,7,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
2397,94102,22,0,10,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2398,94102,22,0,16,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2399,94115,22,0,18,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,4
2400,94103,22,0,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2401,94109,22,0,9,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,4
2402,94118,22,0,8,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,8
2403,94105,22,0,8,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
2404,94102,22,0,20,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2405,94110,22,0,4,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2406,94102,22,0,12,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2407,94109,22,0,9,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2408,94103,22,0,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,0
2409,94104,22,0,12,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,8
2410,94118,22,0,8,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
2411,94102,22,0,9,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2412,94118,22,0,14,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,3
2413,94102,22,0,7,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2414,94102,22,0,2,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2415,94131,22,0,9,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,4
2416,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,6
2417,94131,22,0,12,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
2418,94103,22,0,7,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,8
2419,94109,22,0,8,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,8
2420,94103,22,0,1,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2421,94134,22,0,22,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,4
2422,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2423,94114,22,0,15,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
2424,94115,22,0,12,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,3
2425,94121,22,0,19,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,4
2426,94102,22,0,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2427,94115,22,0,19,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
2428,94103,22,0,18,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2429,94109,22,0,22,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2430,94115,22,0,20,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,1
2431,94102,22,0,7,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2432,94117,22,0,21,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
2433,94105,22,0,20,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,8
2434,94102,22,0,13,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,6
2435,94110,22,0,13,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2436,94102,22,0,8,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2437,94111,22,0,10,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,4
2438,94114,22,0,10,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,1
2439,94102,22,0,2,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2440,94131,22,0,14,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,3
2441,94114,22,0,15,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,8
2442,94124,22,0,20,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,7
2443,94124,22,0,14,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
2444,94103,22,0,7,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2445,94110,22,0,22,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2446,94109,22,0,6,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2447,94105,22,0,18,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,8
2448,94112,22,0,19,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
2449,94158,22,0,15,139.0,9247,3629,6080,8,31,0,28,8,1,1,0,11,3
2450,94109,22,0,22,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2451,94103,22,0,17,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2452,94116,22,0,17,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,3
2453,94103,22,0,7,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2454,94130,22,0,11,144.2,3405,778,3134,3,16,0,20,5,4,2,3,6,5
2455,94110,22,0,17,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2456,94111,22,0,13,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
2457,94131,22,0,21,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,5
2458,94102,22,0,9,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2459,94116,22,0,8,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,3
2460,94103,22,0,22,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2461,94102,22,0,10,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2462,94109,22,0,1,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2463,94102,22,0,22,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2464,94102,22,0,14,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
2465,94102,22,0,15,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
2466,94132,22,0,19,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,0
2467,94102,22,0,6,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2468,94108,22,0,9,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,8
2469,94121,22,0,2,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,3
2470,94131,22,0,23,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,1
2471,94110,22,0,10,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,4
2472,94130,22,0,11,144.2,3405,778,3134,3,16,0,20,5,4,2,3,6,0
2473,94102,22,0,12,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2474,94109,22,0,9,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2475,94114,22,0,9,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,8
2476,94102,22,0,3,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2477,94132,22,0,12,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,3
2478,94124,22,0,15,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
2479,94107,22,0,22,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
2480,94132,22,0,20,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,5
2481,94132,22,0,17,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,0
2482,94103,22,0,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,8
2483,94108,22,0,8,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,8
2484,94104,22,0,23,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,3
2485,94103,22,0,22,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2486,94105,22,0,12,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
2487,94117,22,0,13,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
2488,94105,22,0,12,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,8
2489,94103,22,0,20,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2490,94127,22,0,19,156.2,11839,8077,10960,10,38,1,18,6,2,3,3,9,1
2491,94105,22,0,18,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,0
2492,94105,22,0,9,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,3
2493,94117,22,0,17,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,4
2494,94116,22,0,13,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,4
2495,94114,22,0,10,156.5,23843,18228,33984,34,137,0,117,43,11,4,0,34,3
2496,94103,22,0,9,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,8
2497,94118,22,0,19,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,8
2498,94117,22,0,13,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,1
2499,94103,22,0,17,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2500,94105,22,0,10,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,8
2501,94105,22,0,20,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,1
2502,94109,22,0,18,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2503,94102,22,0,9,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
2504,94158,22,0,15,139.0,9247,3629,6080,8,31,0,28,8,1,1,0,11,1
2505,94102,22,0,16,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2506,94117,22,0,11,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,4
2507,94117,22,0,14,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
2508,94124,22,0,16,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,8
2509,94109,22,0,9,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2510,94109,22,0,8,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,8
2511,94102,22,0,8,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2512,94133,22,0,13,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
2513,94110,22,0,5,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,4
2514,94102,22,0,15,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2515,94103,22,0,7,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,0
2516,94124,22,0,14,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
2517,94110,22,0,10,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
2518,94103,22,0,19,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2519,94103,22,0,13,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,1
2520,94134,22,0,15,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,3
2521,94110,22,0,15,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
2522,94118,22,0,2,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,1
2523,94130,22,0,3,144.2,3405,778,3134,3,16,0,20,5,4,2,3,6,4
2524,94110,22,0,0,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,8
2525,94109,22,0,15,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2526,94110,22,0,0,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,4
2527,94108,22,0,11,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,8
2528,94103,21,6,1,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2529,94111,21,6,0,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
2530,94132,21,6,10,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,8
2531,94111,21,6,10,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,7
2532,94123,21,6,2,162.7,25083,15429,25600,19,70,0,38,29,6,3,4,23,3
2533,94109,21,6,18,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2534,94109,21,6,17,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2535,94133,21,6,16,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,0
2536,94108,21,6,15,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,1
2537,94133,21,6,18,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,0
2538,94102,21,6,0,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2539,94102,21,6,5,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2540,94107,21,6,22,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,3
2541,94102,21,6,17,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2542,94112,21,6,9,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,1
2543,94132,21,6,7,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,1
2544,94103,21,6,12,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2545,94122,21,6,9,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,3
2546,94122,21,6,18,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
2547,94131,21,6,13,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,4
2548,94117,21,6,22,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,3
2549,94116,21,6,0,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,3
2550,94108,21,6,22,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,3
2551,94110,21,6,16,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,3
2552,94110,21,6,4,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,1
2553,94107,21,6,15,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,4
2554,94104,21,6,23,197.8,6392,360,496,6,26,0,15,9,2,2,0,15,3
2555,94117,21,6,23,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,0
2556,94108,21,6,14,175.6,55226,8997,14914,27,81,0,58,26,6,1,0,42,3
2557,94112,21,6,16,154.3,25329,24570,85205,23,165,0,151,41,28,5,0,36,3
2558,94133,21,6,23,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,1
2559,94103,21,6,13,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2560,94118,21,6,12,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,4
2561,94105,21,6,4,151.8,18652,5258,6890,33,103,1,70,36,8,8,1,43,0
2562,94102,21,6,15,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2563,94132,21,6,13,162.6,10205,11028,31737,14,79,0,68,13,4,2,2,17,1
2564,94102,21,6,20,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2565,94103,21,6,11,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
2566,94133,21,6,11,178.0,36931,14941,27885,34,140,1,84,51,8,5,4,39,3
2567,94102,21,6,12,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,4
2568,94109,21,6,4,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2569,94102,21,6,13,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2570,94122,21,6,0,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,3
2571,94121,21,6,21,163.0,14061,19311,43332,17,78,0,66,21,9,2,3,18,1
2572,94116,21,6,0,156.9,18021,16851,46594,10,87,0,70,25,9,2,0,15,1
2573,94103,21,6,19,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,4
2574,94117,21,6,23,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,0
2575,94124,21,6,2,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,3
2576,94115,21,6,22,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,4
2577,94134,21,6,23,155.2,17616,12699,42274,14,81,1,100,25,12,3,0,14,4
2578,94102,21,6,7,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,0
2579,94124,21,6,19,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,4
2580,94109,21,6,1,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,3
2581,94102,21,6,12,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,6
2582,94110,21,6,19,155.3,32066,30262,74565,58,276,2,279,81,21,15,0,64,0
2583,94109,21,6,12,161.6,47834,37688,56822,48,280,0,229,134,10,6,0,81,1
2584,94118,21,6,10,164.4,21685,19115,42259,23,105,0,76,35,13,4,0,24,3
2585,94102,21,6,1,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,8
2586,94122,21,6,15,156.3,26616,24615,62918,26,132,0,93,30,9,5,0,29,1
2587,94103,21,6,7,167.8,19259,15685,26116,55,377,3,402,154,25,47,0,90,3
2588,94115,21,6,3,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,0
2589,94102,21,6,5,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2590,94111,21,6,10,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,1
2591,94102,21,6,6,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2592,94115,21,6,22,160.7,31529,19430,35178,39,171,1,112,56,10,5,0,50,3
2593,94102,21,6,22,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2594,94102,21,6,22,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,3
2595,94130,21,6,17,144.2,3405,778,3134,3,16,0,20,5,4,2,3,6,3
2596,94131,21,6,12,157.2,13828,13952,28756,16,72,0,71,16,10,3,0,17,5
2597,94117,21,6,14,156.4,26041,20017,43944,36,153,0,104,47,7,6,1,44,8
2598,94107,21,6,3,152.7,16634,15569,29805,33,137,0,128,34,6,6,0,43,4
2599,94102,21,6,7,181.8,44330,19561,29739,93,472,1,404,174,25,21,1,156,1
2600,94111,21,6,8,158.4,10116,2626,3481,13,75,0,54,20,7,2,6,19,3
2601,94124,21,6,4,155.9,7298,11430,35954,29,192,0,204,33,16,3,1,36,1
